source,ourDatabase,databaseLabel
inforos.ru,TRUE,Fake
ingredients.news,TRUE,Fake
iowaclimate.org,TRUE,Fake
jesus-is-savior.com,TRUE,Fake
jesusdaily.com,TRUE,Fake
joebiden.news,TRUE,Fake
junkscience.com,TRUE,Fake
knowledgeoftoday.org,TRUE,Fake
larouchepac.com,TRUE,Fake
learntherisk.org,TRUE,Fake
leftaction.com,TRUE,Fake
leftcult.com,TRUE,Fake
leftexposed.org,TRUE,Fake
liberty.news,TRUE,Fake
libertyhangout.org,TRUE,Fake
libertyvideos.org,TRUE,Fake
libtards.news,TRUE,Fake
lifespa.com,TRUE,Fake
medicalmedium.com,TRUE,Fake
medicine.news,TRUE,Fake
mercola.com,TRUE,Fake
merica1st.com,TRUE,Fake
mixi.media,TRUE,Fake
moonbattery.com,TRUE,Fake
natall.com,TRUE,Fake
nationalfile.com,TRUE,Fake
nationalpolicy.institute,TRUE,Fake
nationalrighttolifenews.org,TRUE,Fake
nationalsecurity.news,TRUE,Fake
naturalmedicine.news,TRUE,Fake
naturalnewsblogs.com,TRUE,Fake
naturalnewsradio.com,TRUE,Fake
naturalpedia.com,TRUE,Fake
navarroreport.com,TRUE,Fake
needtoknow.news,TRUE,Fake
neverrepublican.com,TRUE,Fake
newobserveronline.com,TRUE,Fake
newsfeedhunter.com,TRUE,Fake
newsheist.com,TRUE,Fake
newspunch.com,TRUE,Fake
notrickszone.com,TRUE,Fake
npr.news,TRUE,Fake
nrlc.org,TRUE,Fake
nutrientreference.com,TRUE,Fake
nvic.org,TRUE,Fake
oann.com,TRUE,Fake
organicconsumers.org,TRUE,Fake
outragedpatriot.com,TRUE,Fake
overpassesforamerica.com,TRUE,Fake
oye.news,TRUE,Fake
pandemic.news,TRUE,Fake
pantsonfirenews.com,TRUE,Fake
parler.com,TRUE,Fake
patriots4truth.org,TRUE,Fake
pcmustdie.com,TRUE,Fake
pdmj.org,TRUE,Fake
politicsonline.net,TRUE,Fake
politifact.news,TRUE,Fake
pollution.news,TRUE,Fake
pop.org,TRUE,Fake
populist.press,TRUE,Fake
powderedwigsociety.com,TRUE,Fake
prageru.com,TRUE,Fake
prepareforchange.net,TRUE,Fake
principia-scientific.org,TRUE,Fake
prntly.com,TRUE,Fake
prophecynewswatch.com,TRUE,Fake
prophecytoday.com,TRUE,Fake
protrumpnews.com,TRUE,Fake
qanon.pub,TRUE,Fake
rapturenewsnetwork.com,TRUE,Fake
realclimatescience.com,TRUE,Fake
realjewnews.com,TRUE,Fake
realnews24.com,TRUE,Fake
realrawnews.com,TRUE,Fake
redwhiteandright.com,TRUE,Fake
returntonow.net,TRUE,Fake
revolutionradio.org,TRUE,Fake
righterway.com,TRUE,Fake
rightsidenews.com,TRUE,Fake
rightwing.news,TRUE,Fake
rumble.com,TRUE,Fake
rushlimbaugh.com,TRUE,Fake
sanevax.org,TRUE,Fake
savethemales.ca,TRUE,Fake
science.news,TRUE,Fake
secondamendmentdaily.com,TRUE,Fake
sheepkillers.com,TRUE,Fake
shoebat.com,TRUE,Fake
sickchirpse.com,TRUE,Fake
skeptiko.com,TRUE,Fake
smobserved.com,TRUE,Fake
snopes.news,TRUE,Fake
sonsof1776.com,TRUE,Fake
stateofthenation2012.com,TRUE,Fake
stillnessinthestorm.com,TRUE,Fake
stormfront.org,TRUE,Fake
summit.news,TRUE,Fake
supplementreference.com,TRUE,Fake
survivalblog.com,TRUE,Fake
sustainablepulse.com,TRUE,Fake
swarajyamag.com,TRUE,Fake
syrianews.cc,TRUE,Fake
talknetwork.com,TRUE,Fake
technocracy.news,TRUE,Fake
thebeardedpatriot.com,TRUE,Fake
thebreakingnews.com,TRUE,Fake
theconservativecentral.com,TRUE,Fake
theconservativetreehouse.com,TRUE,Fake
thedailyconspiracy.com,TRUE,Fake
theforbiddenknowledge.com,TRUE,Fake
thefreedomtimes.com,TRUE,Fake
thehealthyamerican.org,TRUE,Fake
thehighwire.com,TRUE,Fake
thelaughclub.net,TRUE,Fake
thelibertybeacon.com,TRUE,Fake
thepoliticalbrief.com,TRUE,Fake
thepoliticalinsider.com,TRUE,Fake
thespectator.info,TRUE,Fake
thetruthaboutcancer.com,TRUE,Fake
theunionjournal.com,TRUE,Fake
thinkamericana.com,TRUE,Fake
thinkinghumanity.com,TRUE,Fake
thinkingmomsrevolution.com,TRUE,Fake
thoughtcrimeradio.net,TRUE,Fake
thrivemovement.com,TRUE,Fake
torontotoday.net,TRUE,Fake
tpusa.com,TRUE,Fake
treason.news,TRUE,Fake
truepundit.com,TRUE,Fake
trueviralnews.com,TRUE,Fake
trump.news,TRUE,Fake
truthandaction.org,TRUE,Fake
truthmonitor.com,TRUE,Fake
twisted.news,TRUE,Fake
uniteamericafirst.com,TRUE,Fake
us24news.com,TRUE,Fake
usahitman.com,TRUE,Fake
usaisonline.com,TRUE,Fake
usareally.com,TRUE,Fake
usawatchdog.com,TRUE,Fake
usbacklash.org,TRUE,Fake
uslibertywire.com,TRUE,Fake
vaccineimpact.com,TRUE,Fake
vaccines.news,TRUE,Fake
vaccinesrevealed.com,TRUE,Fake
vactruth.com,TRUE,Fake
vaxxter.com,TRUE,Fake
viralcocaine.com,TRUE,Fake
viralhatch.com,TRUE,Fake
viralnewsnetwork.net,TRUE,Fake
votefraud.news,TRUE,Fake
wakeup-world.com,TRUE,Fake
wallbuilders.com,TRUE,Fake
wattsupwiththat.com,TRUE,Fake
waynedupree.com,TRUE,Fake
westonaprice.org,TRUE,Fake
whale.to,TRUE,Fake
worldaffairsbrief.com,TRUE,Fake
worlddoctorsalliance.com,TRUE,Fake
worldhealth.net,TRUE,Fake
x22report.com,TRUE,Fake
zenith.news,TRUE,Fake
zerohedge.com,TRUE,Fake
369news.net,TRUE,Fake
aim4truth.org,TRUE,Fake
allianceforadvancedhealth.com,TRUE,Fake
americandigitalnews.com,TRUE,Fake
americasfrontlinedoctors.com,TRUE,Fake
answersingenesis.org,TRUE,Fake
apost.com,TRUE,Fake
asia-pacificresearch.com,TRUE,Fake
beholdisrael.org,TRUE,Fake
biologos.org,TRUE,Fake
brightside.me,TRUE,Fake
creationwiki.org,TRUE,Fake
disobedientmedia.com,TRUE,Fake
draxe.com,TRUE,Fake
educateinspirechange.org,TRUE,Fake
eluxemagazine.com,TRUE,Fake
endtimeheadlines.org,TRUE,Fake
fabiosa.com,TRUE,Fake
faithit.com,TRUE,Fake
foodbabe.com,TRUE,Fake
freedomainradio.com,TRUE,Fake
friendsofscience.org,TRUE,Fake
geopolitics.co,TRUE,Fake
gmwatch.org,TRUE,Fake
healthandmoneynews.wordpress.com,TRUE,Fake
healthyandnaturalworld.com,TRUE,Fake
hellochristian.com,TRUE,Fake
herb.co,TRUE,Fake
higherperspectives.com,TRUE,Fake
https://anh-usa.org,TRUE,Fake
https://www.worldaffairsbrief.com,TRUE,Fake
iheartintelligence.com,TRUE,Fake
judithcurry.com,TRUE,Fake
latitudes.org,TRUE,Fake
liveaction.org,TRUE,Fake
mediafactwatch.com,TRUE,Fake
mediaroots.org,TRUE,Fake
naturalcures.com,TRUE,Fake
naturallysavvy.com,TRUE,Fake
naturalsociety.com,TRUE,Fake
newamericannews.com,TRUE,Fake
newsinsideout.com,TRUE,Fake
organicfacts.net,TRUE,Fake
ourhealthguides.com,TRUE,Fake
pressfortruth.ca,TRUE,Fake
prevention.com,TRUE,Fake
randpaul.news,TRUE,Fake
redoubtnews.com,TRUE,Fake
responsibletechnology.org,TRUE,Fake
sciencevibe.com,TRUE,Fake
sitsshow.blogspot.com,TRUE,Fake
space.news,TRUE,Fake
stream.org,TRUE,Fake
swprs.org,TRUE,Fake
theantimedia.com,TRUE,Fake
thefullertoninformer.com,TRUE,Fake
theheartysoul.com,TRUE,Fake
themindunleashed.org,TRUE,Fake
thoughtcatalog.com,TRUE,Fake
whitehouse.news,TRUE,Fake
wikispooks.com,TRUE,Fake
abeldanger.org,TRUE,Fake
ae911truth.org,TRUE,Fake
ageofautism.com,TRUE,Fake
ancient-code.com,TRUE,Fake
ancient-origins.net,TRUE,Fake
autismspeaks.org,TRUE,Fake
catholic.org,TRUE,Fake
charismanews.com,TRUE,Fake
climatedepot.com,TRUE,Fake
dailygrail.com,TRUE,Fake
doctoroz.com,TRUE,Fake
ewg.org,TRUE,Fake
faithpanda.com,TRUE,Fake
ff911truthandunity.org,TRUE,Fake
foodmatters.com,TRUE,Fake
globalhealingcenter.com,TRUE,Fake
greenpeace.org,TRUE,Fake
haarp.net,TRUE,Fake
homeopathyjournal.net,TRUE,Fake
iflscience.com,TRUE,Fake
independentsciencenews.org,TRUE,Fake
israelislamandendtimes.com,TRUE,Fake
jeffereyjaxen.com,TRUE,Fake
legitgov.org,TRUE,Fake
livestrong.com,TRUE,Fake
livingwhole.org,TRUE,Fake
mindbodygreen.com,TRUE,Fake
modernalternativemama.com,TRUE,Fake
naturalawakeningsmag.com,TRUE,Fake
naturalhealth365.com,TRUE,Fake
newsbud.com,TRUE,Fake
peta.org,TRUE,Fake
thetrumpet.com,TRUE,Fake
ukcolumn.org,TRUE,Fake
whatdoesitmean.com,TRUE,Fake
cbn.com,TRUE,Fake
